CustomerID,TotalSpend,TransactionFrequency,TotalItems,ProductVariety
13595.0,784.48,3,341,114
13597.0,396.71,2,231,17
13598.0,601.92,4,341,46
13599.0,5013.96,14,3200,108
13600.0,298.9,1,275,22
13601.0,466.67,2,409,77
13602.0,596.28,3,271,29
13604.0,717.62,1,242,21
13605.0,522.67,2,425,50
13607.0,400.3,1,178,24
13608.0,232.05,1,110,31
13609.0,167.35,1,19,7
13610.0,1021.38,7,381,157
13611.0,2143.53,7,1234,122
13612.0,818.29,1,444,50
13613.0,1039.8500000000001,5,445,50
13614.0,747.28,2,257,67
13615.0,5854.84,7,2721,244
13616.0,283.85,2,172,31
13617.0,734.57,5,293,31
13619.0,224.94,2,79,39
13620.0,112.34,1,74,5
13622.0,658.95,1,379,32
13623.0,1805.32,5,724,152
13624.0,462.08,1,820,22
13625.0,301.26,1,144,21
13626.0,449.81,1,189,25
13627.0,607.43,2,363,37
13628.0,310.14,1,106,16
13629.0,5578.5,8,3350,7
13632.0,1526.88,3,602,63
13634.0,3488.01,11,1390,153
13635.0,1928.1299999999999,3,1207,89
13639.0,312.93,1,197,19
13640.0,405.0,1,108,4
13641.0,1016.47,5,1098,41
13642.0,159.92,3,80,41
13643.0,1637.33,7,629,57
13646.0,326.25,2,79,58
13647.0,1393.56,4,908,50
13648.0,1764.02,8,960,95
13649.0,1304.88,5,710,90
13650.0,1451.66,4,824,62
13651.0,132.65,1,29,8
13652.0,1475.77,3,992,91
13653.0,152.2,1,72,9
13654.0,3600.67,5,2580,133
13655.0,1347.54,4,620,55
13656.0,699.2,2,372,38
13658.0,3386.33,4,1152,92
13659.0,3321.68,10,1645,137
13660.0,306.64,1,136,39
13661.0,325.24,1,118,17
13662.0,1352.35,8,636,77
13663.0,1858.04,4,802,75
13665.0,1711.6599999999999,3,1652,97
13666.0,43.25,2,13,7
13668.0,6638.650000000001,14,2374,192
13669.0,195.0,1,156,5
13671.0,172.6,1,95,61
13672.0,233.53000000000003,1,81,12
13674.0,240.68,1,102,14
13676.0,243.9,2,104,13
13677.0,551.24,2,217,98
13679.0,281.26,3,102,44
13680.0,7700.55,8,3310,244
13683.0,258.6,1,180,10
13684.0,529.75,3,196,58
13686.0,337.04,2,308,23
13687.0,11880.84,1,87167,45
13688.0,375.5,1,130,5
13689.0,349.5,1,210,3
13691.0,212.78,1,145,54
13692.0,1626.08,2,875,43
13693.0,2011.82,9,880,78
13694.0,131443.19,94,125893,654
13695.0,266.6,1,188,6
13696.0,2020.4,3,552,24
13698.0,451.73,2,227,31
13699.0,455.57,1,153,23
13700.0,348.34,3,505,41
13701.0,161.0,1,80,9
13702.0,135.18,1,74,5
13703.0,326.06,1,118,35
13705.0,1323.47,5,646,43
13706.0,300.38,1,112,18
13707.0,2559.45,3,1859,102
13709.0,1263.7,5,614,64
13710.0,329.04,2,160,7
13711.0,1540.2,7,679,71
13712.0,537.58,1,776,23
13713.0,740.76,3,284,70
13714.0,161.35,1,50,30
13715.0,7348.3,13,4345,233
13717.0,318.29,2,185,21
13719.0,1741.4,6,979,149
13721.0,217.39999999999998,1,196,14
13722.0,3260.0,7,1658,84
13723.0,994.23,5,550,46
13724.0,213.01,1,130,39
13727.0,740.6700000000001,6,206,55
13728.0,1839.03,10,811,56
13729.0,724.73,3,419,36
13733.0,487.03000000000003,2,335,28
13734.0,6695.6900000000005,4,302,24
13735.0,6879.2300000000005,9,3007,272
13736.0,2022.67,5,1053,225
13738.0,434.78,1,237,88
13739.0,75.3,1,22,3
13740.0,1232.02,4,562,62
13745.0,477.32,1,650,31
13746.0,176.69,1,83,9
13747.0,169.79999999999998,2,60,4
13748.0,1320.1,5,669,22
13750.0,1954.92,6,854,34
13752.0,404.45000000000005,1,131,19
13753.0,1353.31,3,938,37
13754.0,164.45000000000002,1,101,9
13756.0,3999.2300000000005,10,2238,103
13757.0,195.55,1,54,8
13758.0,6226.43,10,3224,147
13760.0,1076.85,3,426,53
13761.0,881.52,4,437,50
13762.0,2165.76,4,2336,21
13763.0,3502.48,2,2496,35
13764.0,1400.2,3,1158,141
13765.0,352.821,1,297,17
13766.0,190.35,1,137,16
13767.0,18320.170000000002,39,7913,101
13768.0,875.97,2,373,30
13769.0,3003.9100000000003,11,1411,81
13770.0,785.37,4,468,48
13771.0,3094.37,5,1663,85
13772.0,1977.39,5,906,290
13773.0,301.54,2,174,19
13775.0,1049.66,1,455,63
13776.0,623.98,2,2,1
13777.0,30501.260000000002,37,13845,36
13778.0,945.79,3,441,27
13779.0,161.13,1,53,27
13780.0,372.06,1,161,35
13781.0,650.99,2,270,39
13782.0,877.22,7,274,106
13783.0,1542.09,4,3437,4
13784.0,447.44,3,334,9
13785.0,542.49,4,151,26
13786.0,3127.99,6,1515,80
13787.0,913.46,4,661,50
13788.0,3.75,1,1,1
13789.0,239.45999999999998,1,258,18
13792.0,188.4,1,64,10
13793.0,96.0,1,52,7
13794.0,126.03,1,63,9
13795.0,836.3,4,1250,23
13796.0,289.7,1,218,22
13797.0,1179.45,3,573,71
13798.0,38683.02,54,24399,121
13799.0,2114.71,7,1137,44
13800.0,1121.24,2,560,40
13802.0,21659.69,16,11557,197
13803.0,1061.84,2,710,58
13804.0,572.73,2,335,32
13807.0,422.2,3,116,24
13809.0,524.65,2,252,13
13813.0,1398.61,4,740,50
13814.0,678.2,1,350,22
13815.0,3448.38,4,2821,124
13818.0,61.28,1,60,5
13819.0,1502.0,3,1200,34
13820.0,652.75,3,285,68
13821.0,993.44,4,324,132
13823.0,2445.79,5,1125,91
13824.0,1615.82,7,674,34
13825.0,255.59,2,182,38
13829.0,102.0,1,12,1
13830.0,156.85000000000002,1,47,11
13831.0,4795.09,13,1810,78
13832.0,557.6899999999999,1,392,51
13833.0,316.56,1,126,16
13834.0,324.19,2,221,15
13835.0,260.7,3,78,15
13836.0,620.37,2,273,29
13838.0,1245.91,7,520,242
13839.0,139.95000000000002,1,25,7
13840.0,651.4,1,358,40
13842.0,2244.29,10,1111,113
13843.0,319.75,1,145,18
13846.0,442.73,1,317,26
13847.0,310.72,1,96,19
13848.0,2080.0,6,6500,1
13849.0,1931.35,3,867,108
13851.0,1955.0,5,820,45
13852.0,187.35000000000002,1,85,11
13854.0,4144.44,15,1414,35
13855.0,1310.3400000000001,4,575,64
13856.0,753.53,8,611,27
13857.0,1001.01,6,782,99
13859.0,314.7,1,38,8
13861.0,273.26,2,225,21
13862.0,346.73,1,239,21
13863.0,933.77,3,329,43
13864.0,662.4000000000001,1,192,1
13869.0,4913.22,6,2593,359
13870.0,2941.14,7,2124,86
13871.0,1482.6,4,696,48
13872.0,919.57,3,339,51
13873.0,649.32,5,332,36
13874.0,1508.7,6,684,33
13875.0,3027.58,9,1756,114
13877.0,332.44,2,370,20
13878.0,1145.33,3,464,59
13879.0,395.5,1,204,25
13880.0,1171.89,5,747,50
13881.0,28019.58,23,19642,148
13883.0,3892.79,10,2148,136
13884.0,1037.43,5,452,87
13888.0,1405.92,5,541,96
13889.0,1574.3300000000002,5,833,50
13890.0,1043.57,4,561,48
13891.0,859.21,3,476,97
13892.0,634.68,2,2142,8
13895.0,1415.45,2,695,67
13896.0,388.55,1,149,21
13897.0,849.56,2,620,42
13898.0,530.47,1,411,34
13900.0,869.64,3,508,46
13901.0,2809.14,10,1605,148
13902.0,34095.26,5,220600,58
13903.0,165.45000000000002,1,103,10
13905.0,312.65,1,135,12
13906.0,42.0,1,100,1
13907.0,136.8,1,68,4
13909.0,288.37,2,301,35
13911.0,1654.08,11,1756,67
13912.0,124.95,1,29,7
13913.0,42.22,1,10,3
13915.0,70.80000000000001,1,24,2
13916.0,1275.81,4,673,72
13919.0,975.87,2,659,45
13920.0,1774.68,4,1772,81
13921.0,730.7,4,210,36
13922.0,692.95,2,374,23
13927.0,359.27,1,249,20
13929.0,2651.45,9,1423,37
13931.0,4019.85,9,2763,170
13935.0,6116.92,3,2252,67
13936.0,563.08,2,331,31
13937.0,721.28,1,464,45
13939.0,992.41,4,761,52
13941.0,6009.34,11,3062,33
13942.0,320.0,1,1000,1
13943.0,246.54,1,94,15
13944.0,200.43,1,153,35
13945.0,854.15,2,413,49
13946.0,1314.66,3,2404,41
13948.0,446.76,3,208,20
13952.0,9572.45,12,4516,183
13953.0,3125.0,5,2500,1
13955.0,221.10999999999999,1,118,52
13957.0,458.25,3,157,21
13958.0,4709.2300000000005,8,2264,172
13959.0,470.73,3,339,56
13961.0,538.4,1,226,19
13962.0,193.25,1,73,12
13963.0,2347.33,14,1601,107
13964.0,438.9,2,228,22
13965.0,996.61,3,425,23
13966.0,384.26,1,760,21
13967.0,85.6,1,24,4
13968.0,123.66,1,174,8
13969.0,4266.88,18,2245,240
13970.0,846.55,2,469,10
13971.0,1909.31,6,1240,87
13974.0,264.13,1,107,15
13975.0,2795.16,6,2187,290
13976.0,834.38,3,298,43
13977.0,519.8100000000001,1,303,13
13979.0,2509.85,6,1631,309
13980.0,568.68,4,291,47
13981.0,331.14,1,234,22
13982.0,2511.08,6,1550,87
13983.0,4479.82,10,2962,186
13984.0,1128.09,8,742,47
13985.0,2960.73,7,1491,81
13987.0,682.54,2,492,46
13988.0,609.84,2,341,54
13989.0,759.98,3,894,34
13992.0,142.7,2,90,5
13993.0,3309.35,10,1235,80
13995.0,2508.32,9,1480,106
13996.0,895.76,2,613,29
13997.0,376.46,3,143,36
13998.0,566.7,3,204,30
13999.0,5600.45,17,2800,132
14000.0,1410.68,4,1128,23
14001.0,2487.01,7,911,42
14003.0,209.41,1,149,16
14004.0,1675.81,4,757,61
14006.0,1234.48,4,1540,40
14007.0,79.48,1,16,5
14008.0,509.04,1,326,32
14009.0,404.3,1,586,32
14010.0,445.15,2,177,20
14011.0,457.82,2,644,32
14013.0,611.5500000000001,2,313,30
14014.0,1443.03,2,928,37
14016.0,7062.2,7,3597,246
14017.0,229.75,1,73,14
14018.0,367.15000000000003,1,224,13
14020.0,606.21,2,207,29
14021.0,1084.68,4,686,64
14022.0,352.15000000000003,1,194,19
14024.0,318.04,1,88,18
14025.0,4055.5,8,1914,60
14026.0,713.11,2,427,43
14028.0,10396.5,3,7170,3
14030.0,5839.46,14,2834,462
14031.0,23632.72,27,8680,204
14032.0,1874.68,6,1884,53
14033.0,109.44,1,576,1
14035.0,1366.73,4,666,42
14037.0,689.75,4,544,76
14038.0,1509.5,2,743,54
14039.0,115.08000000000001,1,100,4
14040.0,8963.49,23,3428,265
14042.0,431.98,1,180,21
14043.0,302.6,2,152,37
14044.0,2431.28,6,1796,446
14045.0,9653.279999999999,13,4052,16
14047.0,2946.42,10,1268,87
14048.0,338.76,2,179,55
14049.0,7444.68,9,4672,364
14051.0,6784.01,15,2167,56
14052.0,241.3,1,85,65
14053.0,312.05,2,275,3
14055.0,795.3199999999999,2,504,23
14057.0,2135.0,5,1565,124
14058.0,469.19,2,211,23
14060.0,3378.66,13,2733,43
14061.0,917.4300000000001,3,133,17
14062.0,15120.800000000001,12,7201,113
14063.0,22710.2,9,3850,30
14064.0,1925.9,10,2139,89
14065.0,891.02,3,582,42
14068.0,1250.8700000000001,3,437,73
14069.0,225.81,2,58,37
14070.0,321.6,1,85,40
14072.0,390.85,1,65,19
14074.0,219.39999999999998,1,228,6
14075.0,792.61,3,740,36
14077.0,115.66,1,108,14
14078.0,640.34,4,305,80
14079.0,243.63,1,1,1
14080.0,1070.08,4,220,70
14081.0,4369.47,9,3041,439
14082.0,231.10999999999999,1,136,36
14083.0,373.3,3,207,70
14084.0,150.5,1,306,7
14085.0,5607.43,16,3363,336
14086.0,39.95,1,1,1
14087.0,638.0,2,468,126
14088.0,13544.99,3,2611,93
14091.0,9530.08,2,3316,13
14092.0,3152.54,10,1540,92
14094.0,311.77,1,158,41
14095.0,2.95,1,1,1
14097.0,422.85999999999996,2,352,39
14099.0,2646.7400000000002,9,1487,165
14101.0,3985.14,7,3600,15
14104.0,527.3199999999999,3,424,100
14105.0,4722.6,4,2734,172
14106.0,214.79999999999998,1,24,1
14107.0,2174.07,4,1696,71
14108.0,447.05,2,279,18
14110.0,7304.8,21,3380,126
14112.0,2919.44,6,1888,122
14113.0,5252.1900000000005,12,2694,57
14114.0,977.5600000000001,5,549,58
14115.0,622.6700000000001,2,509,22
14118.0,458.45,1,97,15
14119.0,183.37,2,177,11
14122.0,362.42,3,114,12
14123.0,436.18,1,234,24
14126.0,466.33000000000004,1,379,28
14127.0,1190.3700000000001,3,507,64
14128.0,286.71,1,250,19
14129.0,1467.48,4,822,22
14130.0,1377.86,3,958,131
14131.0,168.22,1,105,45
14133.0,305.5,1,50,8
14134.0,11123.35,15,5814,130
14135.0,4953.61,11,5505,90
14136.0,1570.81,5,1148,86
14137.0,332.7,1,462,11
14139.0,670.98,3,539,29
14142.0,671.34,2,518,42
14144.0,30.599999999999998,1,12,1
14145.0,3857.85,3,899,10
14146.0,5259.3,7,3343,204
14147.0,2106.8,7,887,21
14148.0,309.09000000000003,1,207,14
14151.0,679.45,2,405,44
14152.0,1376.05,5,1133,75
14153.0,233.4,1,312,17
14154.0,5115.08,6,2757,204
14156.0,196549.74,102,108105,1094
14157.0,553.8000000000001,3,250,33
14159.0,3230.45,9,2172,367
14160.0,8421.47,7,4661,80
14161.0,2182.46,5,1158,153
14163.0,148.71,1,57,6
14166.0,251.15,2,82,39
14167.0,711.7,4,193,32
14168.0,370.45,2,147,11
14169.0,621.51,2,205,50
14170.0,570.18,3,270,123
14171.0,135.0,1,44,6
14172.0,369.02,3,78,38
14173.0,135.16,2,44,3
14175.0,4456.58,5,1494,125
14176.0,339.11,2,117,14
14177.0,1660.23,9,839,118
14180.0,1570.73,9,159,44
14181.0,308.35,2,120,48
14182.0,678.77,4,174,42
14183.0,278.34000000000003,2,60,27
14186.0,1550.63,5,1550,75
14187.0,123.5,1,50,8
14189.0,1160.31,2,709,46
14190.0,79.9,1,2,1
14191.0,132.9,2,62,6
14192.0,293.74,1,218,14
14193.0,356.8,1,208,22
14194.0,7321.07,15,4197,246
14195.0,1603.6,4,1384,5
14197.0,390.05,1,143,20
14198.0,868.33,5,333,33
14199.0,906.3,3,226,15
14200.0,379.2,1,140,21
14201.0,446.1,3,216,17
14202.0,847.76,3,166,27
14203.0,339.34,1,80,16
14204.0,874.22,3,397,158
14205.0,1947.5,7,1138,65
14206.0,856.85,2,654,43
14207.0,157.8,1,36,2
14208.0,415.31,1,415,25
14209.0,2919.84,9,1048,97
14210.0,3955.6800000000003,11,1844,128
14211.0,2161.19,9,1333,96
14212.0,1119.6599999999999,1,894,12
14213.0,1192.2,1,244,5
14215.0,1626.61,4,927,81
14216.0,310.74,1,118,18
14217.0,1411.91,7,567,68
14219.0,543.89,2,285,32
14220.0,882.5999999999999,2,196,12
14221.0,3084.69,8,1617,67
14224.0,831.98,5,343,101
14225.0,2031.07,4,1167,70
14226.0,770.34,1,418,31
14227.0,3017.75,5,2228,164
14228.0,745.5,3,260,38
14229.0,1046.84,4,324,21
14230.0,979.8000000000001,3,246,27
14231.0,309.91,1,201,19
14233.0,1441.55,3,581,30
14235.0,1573.1299999999999,4,1055,53
14236.0,1253.78,4,502,29
14237.0,471.14,2,238,26
14238.0,287.38,2,78,5
14239.0,1882.3200000000002,10,736,41
14240.0,357.15,1,237,19
14241.0,120.0,1,96,2
14243.0,4842.28,8,2466,180
14244.0,366.41999999999996,1,814,16
14247.0,616.79,4,331,72
14248.0,730.37,2,590,33
14249.0,5400.461,12,2383,178
14252.0,350.99,1,111,10
14253.0,363.40000000000003,2,88,11
14254.0,601.03,1,263,23
14255.0,1000.63,1,1,1
14256.0,1491.73,3,733,70
14257.0,2854.73,4,1650,97
14258.0,19381.36,16,10388,85
14260.0,824.28,3,544,50
14263.0,322.93,1,171,16
14264.0,1183.39,4,483,49
14265.0,843.17,2,385,47
14266.0,40.56,1,24,1
14268.0,354.85,1,147,19
14269.0,295.73,1,123,16
14271.0,101.86,1,60,28
14272.0,482.85,2,498,31
14274.0,256.6,1,178,15
14275.0,1189.3799999999999,6,538,14
14276.0,982.94,4,662,38
14277.0,13009.61,6,87830,147
14278.0,205.83,1,131,13
14279.0,191.86,2,46,3
14281.0,245.15,1,45,7
14282.0,4120.32,11,2810,59
14283.0,628.4399999999999,4,550,36
14284.0,704.4,1,349,35
14285.0,1374.41,4,413,33
14286.0,3851.0099999999998,4,4457,167
14290.0,2201.91,3,685,43
14291.0,4020.85,12,3397,158
14292.0,4354.32,7,1766,66
14293.0,2221.37,6,1021,62
14294.0,375.34,1,190,23
14295.0,2196.71,4,945,61
14296.0,456.40000000000003,2,314,27
14298.0,39667.19,38,41929,712
14299.0,10533.87,19,6079,90
14301.0,1352.04,3,1080,29
14302.0,742.9000000000001,3,298,25
14303.0,277.94,2,218,21
14304.0,1341.56,2,636,63
14306.0,1058.0800000000002,4,990,12
14307.0,2075.31,5,1316,112
14308.0,1147.02,2,2,1
14309.0,1428.28,2,950,69
14310.0,492.1,1,230,22
14311.0,206.19,1,89,11
14312.0,1478.7,5,892,88
14314.0,109.80000000000001,1,36,2
14315.0,716.69,2,323,26
14316.0,1370.34,5,4494,21
14318.0,158.02,1,152,9
14319.0,494.85,1,329,26
14320.0,868.96,3,388,46
14321.0,687.3100000000001,2,869,56
14322.0,474.1,4,158,10
14324.0,701.61,2,402,41
14325.0,245.48000000000002,1,320,18
14326.0,757.13,2,469,48
14327.0,1583.28,5,1157,89
14328.0,445.05,1,1,1
14329.0,4912.38,8,2826,206
14330.0,200.63,1,103,13
14332.0,1077.2,2,412,31
14334.0,1766.27,4,1255,77
14338.0,339.88,1,287,19
14339.0,310.75,1,288,9
14341.0,2285.04,10,1416,100
14342.0,249.88,2,174,12
14343.0,1079.66,4,626,193
14344.0,2443.77,14,1192,102
14346.0,1294.17,3,1273,78
14347.0,82.6,1,48,6
14350.0,689.1,2,360,38
14353.0,285.9,2,280,14
14355.0,840.0500000000001,3,617,57
14358.0,400.06,2,338,21
14361.0,214.70999999999998,1,251,14
14363.0,227.47000000000003,2,105,8
14365.0,634.68,2,557,50
14366.0,136.0,1,16,1
14369.0,469.13,2,255,24
14370.0,1175.78,6,266,37
14372.0,860.08,2,378,36
14374.0,108.0,1,20,7
14375.0,871.26,2,463,128
14376.0,215.46,1,50,17
14378.0,131.25,1,57,9
14379.0,917.06,2,420,68
14380.0,48.96,1,1,1
14381.0,423.26,1,303,56
14382.0,578.14,1,436,137
14384.0,58.5,1,30,3
14388.0,3488.16,9,2419,109
14389.0,854.55,3,659,29
14390.0,1731.16,5,771,112
14391.0,135.6,1,168,14
14392.0,266.4,1,114,14
14394.0,93.8,1,58,6
14395.0,4630.7,12,2357,227
14396.0,1591.74,6,773,167
14398.0,707.79,2,267,50
14399.0,2108.21,8,965,119
14400.0,1157.77,2,1252,47
14401.0,2744.42,9,1894,63
14402.0,285.6,1,240,8
14403.0,404.7,2,218,4
14404.0,1404.04,8,806,86
14405.0,195.0,1,100,2
14408.0,1503.2400000000002,4,828,11
14409.0,1696.64,5,1171,45
14410.0,1531.63,2,802,179
14412.0,656.16,1,642,41
14413.0,643.47,3,210,74
14414.0,902.35,1,365,21
14415.0,6124.52,10,3267,299
14417.0,524.65,1,543,106
14419.0,202.85,1,69,23
14420.0,1251.65,3,786,58
14421.0,1656.26,4,977,57
14422.0,6007.88,13,3161,193
14423.0,651.41,2,299,11
14425.0,661.39,3,325,35
14426.0,7246.27,7,4324,314
14427.0,900.1800000000001,2,310,27
14429.0,516.28,1,286,22
14430.0,1220.9,3,446,29
14431.0,2143.84,3,1072,61
14433.0,280.7,1,131,72
14435.0,90.42,1,282,3
14436.0,182.64000000000001,1,168,2
14437.0,873.34,5,420,34
14439.0,6781.8,4,1718,83
14440.0,4281.05,9,1167,49
14441.0,2898.8,7,814,71
14442.0,3777.2,5,949,97
14443.0,966.27,2,582,57
14444.0,120.44,1,172,11
14445.0,221.65,1,83,32
14446.0,189.93,1,175,42
14447.0,548.5,1,342,36
14449.0,1555.4,5,1005,173
14450.0,645.19,4,281,24
14451.0,2614.78,10,1359,194
14452.0,399.9,2,169,62
14454.0,977.3,5,400,93
14455.0,617.72,4,706,65
14458.0,229.26999999999998,1,317,46
14459.0,3537.821,1,1543,76
14460.0,659.16,6,998,23
14461.0,4573.85,10,2239,368
14462.0,262.24,1,107,48
14463.0,256.95,1,31,2
14464.0,111.0,2,62,4
14465.0,2887.4100000000003,8,2141,31
14466.0,2374.5,7,1638,71
14467.0,1606.98,8,911,113
14468.0,204.24,1,164,12
14469.0,2093.46,4,973,120
14470.0,250.85,1,89,17
14471.0,400.95,2,187,38
14472.0,266.05,1,136,41
14474.0,711.23,1,308,97
14475.0,225.3,1,94,6
14477.0,660.0,3,400,3
14478.0,1276.66,4,1226,59
14479.0,982.86,3,503,121
14480.0,1020.47,3,527,43
14481.0,1648.18,3,1079,103
14482.0,2283.91,6,1242,91
14483.0,120.0,1,96,4
14484.0,749.0600000000001,3,534,37
14486.0,175.5,2,90,4
14487.0,225.89000000000001,2,86,32
14489.0,1111.55,3,712,54
14490.0,1273.47,2,933,72
14491.0,127.2,1,40,4
14492.0,1921.91,7,751,70
14493.0,2704.62,5,1863,204
14494.0,261.9,2,118,10
14495.0,51.0,1,6,1
14496.0,2129.42,6,832,58
14497.0,221.69,1,97,11
14498.0,1943.51,5,1022,145
14499.0,1293.3500000000001,4,735,86
14505.0,6023.65,11,2586,540
14506.0,1256.6000000000001,3,338,111
14507.0,1848.8600000000001,5,897,127
14508.0,554.87,3,218,100
14509.0,110.95,1,38,25
14510.0,979.85,3,793,67
14512.0,940.69,5,614,41
14513.0,332.42,3,232,5
14514.0,3389.84,6,1798,178
14515.0,1647.17,6,783,55
14516.0,151.17,1,63,35
14519.0,203.14,2,81,38
14521.0,199.45000000000002,1,211,17
14522.0,773.8800000000001,4,431,23
14524.0,1066.03,4,500,114
14525.0,3810.64,8,2469,163
14526.0,258.65,1,178,41
14527.0,19257.08,69,4667,465
14530.0,3226.7599999999998,10,1594,180
14531.0,376.34,1,260,29
14532.0,2912.93,7,827,188
14533.0,1516.65,4,2019,25
14534.0,1790.36,8,795,164
14535.0,3118.39,6,1390,381
14537.0,285.84000000000003,1,108,13
14538.0,982.59,3,129,28
14540.0,2756.98,8,1184,140
14541.0,1038.03,6,482,49
14543.0,10984.94,23,1964,80
14544.0,934.23,1,876,68
14545.0,349.25,1,236,23
14546.0,2610.91,6,1375,258
14548.0,1911.69,7,730,66
14549.0,624.36,3,258,70
14550.0,587.6899999999999,2,382,46
14551.0,691.86,5,380,62
14552.0,343.71,2,168,80
14553.0,959.3299999999999,4,625,141
14555.0,1991.49,4,720,83
14556.0,815.69,3,323,158
14558.0,655.5,3,162,13
14559.0,75.6,1,72,2
14560.0,3907.46,22,3320,38
14562.0,1631.38,8,759,116
14563.0,640.54,2,279,95
14564.0,2605.62,2,1295,107
14565.0,760.1,1,400,33
14566.0,2660.0,3,1600,8
14568.0,919.7,1,645,47
14569.0,369.94,3,178,21
14570.0,395.69,1,336,37
14571.0,160.0,1,56,30
14572.0,2722.34,4,1458,188
14573.0,925.3,5,275,130
14574.0,143.70000000000002,1,63,11
14575.0,420.22,1,163,71
14576.0,35.400000000000006,1,12,1
14577.0,504.44,3,216,48
14579.0,105.56,1,56,24
14580.0,14.850000000000001,1,3,1
14581.0,271.05,1,87,43
14583.0,673.33,3,320,149
14584.0,705.1,4,579,79
14585.0,986.22,4,539,64
14588.0,135.39,1,62,16
14589.0,39.75,1,5,3
14590.0,2993.37,20,901,124
14593.0,3048.38,9,1518,324
14594.0,255.0,1,146,31
14595.0,423.85,2,250,28
14596.0,222.22,1,75,50
14597.0,1329.9099999999999,4,870,41
14598.0,162.07,1,165,40
14599.0,457.89,2,292,77
14600.0,471.84000000000003,1,362,29
14602.0,205.35999999999999,1,80,31
14604.0,143.85999999999999,1,88,20
14605.0,921.56,4,416,88
14606.0,18482.1,102,9287,1086
14607.0,7553.63,8,3809,76
14608.0,1567.79,7,490,10
14609.0,884.64,6,5694,6
14610.0,24.35,2,15,10
14611.0,604.3299999999999,2,582,37
14612.0,877.7,1,134,14
14613.0,76.32000000000001,1,72,1
14614.0,295.13,1,189,19
14615.0,951.76,5,495,40
14616.0,121.7,2,66,2
14617.0,190.47000000000003,2,81,7
14618.0,788.88,4,440,33
14619.0,896.8000000000001,1,442,40
14621.0,1212.21,4,713,63
14623.0,1130.28,5,607,110
14624.0,588.22,4,483,30
14625.0,3598.25,9,1820,141
14626.0,2619.65,7,1732,89
14627.0,462.75,1,284,29
14628.0,1326.04,3,875,52
14630.0,338.65,1,111,21
14631.0,1018.71,3,785,39
14634.0,2124.46,4,1906,105
14635.0,215.22,1,118,15
14637.0,106.67999999999999,1,100,7
14639.0,1994.47,3,979,97
14640.0,1541.98,4,765,91
14643.0,986.08,3,562,28
14644.0,1416.96,5,512,29
14645.0,279.8,1,206,18
14646.0,248400.82,78,170278,606
14647.0,270.0,1,84,18
14648.0,4466.15,15,3265,286
14649.0,2248.6,5,1411,270
14650.0,62.5,1,22,4
14651.0,1371.77,7,537,146
14653.0,1666.41,5,1024,132
14654.0,246.86,1,273,27
14655.0,1946.28,3,1252,48
14656.0,498.95,3,189,95
14657.0,601.97,2,413,66
14662.0,635.06,3,329,70
14663.0,490.59999999999997,2,397,60
14665.0,913.95,2,404,40
14667.0,12418.01,31,7386,392
14668.0,111.63,1,49,10
14669.0,1957.54,4,1273,203
14670.0,190.47,1,97,56
14671.0,1127.45,2,571,48
14672.0,347.59,2,192,38
14673.0,1674.41,3,1031,65
14674.0,173.66,1,103,14
14675.0,419.22,1,324,114
14676.0,5808.55,6,6292,63
14677.0,184.91,1,139,14
14678.0,403.39,1,179,24
14679.0,1289.44,3,794,49
14680.0,28615.27,43,13882,205
14681.0,376.20000000000005,3,96,13
14682.0,1462.81,4,869,78
14683.0,146.56,1,386,21
14684.0,228.52,1,184,94
14685.0,4536.64,8,1969,109
14686.0,852.53,5,457,185
14687.0,773.6800000000001,2,380,23
14688.0,2056.3,8,1911,94
14690.0,422.63,2,174,43
14692.0,1123.59,8,625,60
14693.0,992.46,6,354,39
14694.0,244.31,1,193,15
14695.0,1534.22,3,661,76
14696.0,688.95,2,521,41
14699.0,593.47,3,407,40
14700.0,880.96,2,292,45
14701.0,1961.02,6,823,230
14702.0,3427.44,13,1601,204
14704.0,258.96,2,121,53
14706.0,367.54,1,246,25
14707.0,139.2,2,96,1
14708.0,1085.91,3,888,14
14709.0,3965.29,12,1657,60
14710.0,1300.31,9,760,203
14712.0,411.0,1,96,7
14713.0,2752.5099999999998,11,1841,147
14714.0,746.05,3,413,59
14715.0,958.0699999999999,4,509,57
14716.0,235.77,1,148,44
14717.0,81.3,1,32,11
14718.0,226.42,1,202,11
14721.0,109.07,1,57,24
14722.0,309.1,2,96,53
14723.0,927.89,7,609,152
14724.0,341.9,1,184,40
14725.0,597.16,3,747,41
14726.0,116.5,1,82,15
14727.0,195.15,2,396,33
14728.0,190.58,1,68,14
14729.0,586.24,3,372,126
14732.0,2814.58,11,868,82
14733.0,6579.26,4,2715,90
14734.0,1056.42,4,378,48
14735.0,6174.47,24,2249,122
14736.0,374.05,2,148,70
14737.0,2389.62,1,726,28
14738.0,507.45,2,156,23
14739.0,8385.22,19,6352,112
14740.0,2712.85,8,1346,116
14741.0,497.25,2,279,23
14742.0,579.85,1,374,34
14743.0,50.48,1,40,3
14744.0,2785.1,8,1920,45
14745.0,1331.15,7,931,39
14746.0,593.5,4,398,7
14748.0,1736.57,7,1529,77
14749.0,310.15,1,403,18
14750.0,112.03,1,65,32
14751.0,126.45,2,65,7
14753.0,306.36,1,201,18
14754.0,909.88,4,524,82
14755.0,4962.27,14,2182,144
14756.0,1914.8,2,1007,68
